t,s(t)
0.00113,0.027262135544992756
0.00114,0.08639728561215822
0.00115,0.09715038909862543
0.00116,0.05349976198871068
0.00117,-0.020110463484207978
0.00118,-0.08245893027850176
0.00119,-0.09863080972445987
0.0012,-0.05956993044924459
0.00121,0.01284981107937766
0.00122,0.07807372285720834
0.00123,0.09957674144676615
0.00124,0.06531728429537811
0.00125,-0.0055195244349683144
0.00126,-0.07326542716724076
0.00127,-0.09998305817958236
0.00128,-0.07071067811865546
0.00129,-0.0018406729905830151
0.0013,0.06806009977954441
0.00131,0.09984755805732941
0.00132,0.0757208846506494
0.00133,0.00919089564971481
0.00134,-0.06248594881423846
0.00135,-0.09917097536690991
0.00136,-0.08032075314806476
0.00137,-0.01649131204899894
0.00138,0.056573181078359604
0.00139,0.09795697656854362
0.0014,0.08448535652497119
0.00141,0.02370236059943768
0.00142,-0.05035383837257082
0.00143,-0.09621214042690385
0.00144,-0.08819212643483612
0.00145,-0.03078496400415619
0.00146,0.043861623853851395
0.00147,0.09394592236021844
0.00148,0.09142097557035378
0.00149,0.03770074102164354
0.0015,-0.03713171939518326
0.00151,-0.09117060320054272
0.00152,-0.09415440651830233
0.00153,-0.04441221445704496
0.00154,0.030200594931920535
0.00155,0.08790122264286215
0.00156,0.0963776065795443
0.00157,0.05088301425431181
0.00158,-0.023105810828065756
0.00159,-0.08415549774368904
0.0016,-0.09807852804032335
0.00161,-0.05707807458869697
0.00162,0.015885814333384343
0.00163,0.07995372691078934
0.00164,0.09924795345987125
0.00165,0.06296382389149438
0.00166,-0.008579731234443156
0.00167,-0.07531867990436064
0.00168,-0.0998795456205173
0.00169,-0.06850836677727089
0.0017,0.0012271538285707254
0.00171,0.07027547444572156
0.00172,0.09996988186962039
0.00173,0.07368165688773808
0.00174,0.006132073630222553
0.00175,-0.06485144010220988
0.00176,-0.09951847266721951
0.00177,-0.07845565971555879
0.00178,-0.01345807085071473
0.00179,0.05907597018588562
0.0018,0.09852776423889373
0.00181,0.08280450452577696
0.00182,0.02071113761922436
0.00183,-0.05298036246862721
0.00184,-0.09700312531945443
0.00185,-0.0867046245515693
0.00186,-0.02785196893850546
0.00187,0.04659764957679388
0.00188,0.09495281805930267
0.00189,0.09013488470460364
0.0019,0.034841868024944
0.00191,-0.039962419984564054
0.00192,-0.09238795325112838
0.00193,-0.0930766961078987
0.00194,-0.04164295600976464
0.00195,0.0331106305759839
0.00196,0.08932243011955099
0.00197,0.09551411683057748
0.00198,0.04821837720791354
0.00199,-0.026079411791526053
0.002,-0.08577286100002636
0.00201,-0.097433938278558
0.00202,-0.05453249884220621
0.00203,0.018906866414978678
0.00204,0.08175848131515717
0.00205,0.09882575677307485
0.00206,0.060551104140432126
0.00207,-0.01163186309118808
0.00208,-0.0773010453362721
0.00209,-0.09968202992911679
0.0021,-0.06624157775901922
0.00211,0.004293825693491241
0.00212,0.07242470829514466
0.00213,0.09999811752826014
0.00214,0.07157308252838408
0.00215,0.0030674803176669358
0.00216,-0.06715589548470145
0.00217,-0.09977230666441912
0.00218,-0.0765167265622464
0.00219,-0.010412163387206318
0.0022,0.06152315905806192
0.00221,0.09900582102622957
0.00222,0.08104571982526018
0.00223,0.01770042204121615
0.00224,-0.05555702330195669
0.00225,-0.09770281426577451
0.00226,-0.08513551931052886
0.00227,-0.02489276057457369
0.00228,0.04928981922297681
0.00229,0.09587034748958662
0.0023,0.08876396204028635
0.00231,0.031950203081603616
0.00232,-0.04275550934302616
0.00233,-0.09351835099389393
0.00234,-0.09191138516900677
0.00235,-0.038834504669885014
0.00236,0.035989503653496305
0.00237,0.09065957045149156
0.00238,0.09456073253805215
0.00239,0.04550835871263454
0.0024,-0.02902846772544325
0.00241,-0.08730949784182744
0.00242,-0.09669764710448607
0.00243,-0.05193559901656191
0.00244,0.02191012401568351
0.00245,0.083486287498636
0.00246,0.09831054874312234
0.00247,0.05808139580957962
0.00248,-0.014673047445535041
0.00249,-0.07921065773002048
0.0025,-0.09939069700023576
0.00251,-0.06391244448637871
0.00252,0.00735645635996517
0.00253,0.07450577854414547
0.00254,0.09993223845883503
0.00255,0.06939714608896677
0.00256,2.008854037047271e-15
0.00257,-0.06939714608896183
0.00258,-0.09993223845883477
0.00259,-0.07450577854414815
0.0026,-0.007356456359969176
0.00261,0.06391244448637562
0.00262,0.09939069700023531
0.00263,0.07921065773002293
0.00264,0.014673047445539015
0.00265,-0.058081395809574034
0.00266,-0.09831054874312108
0.00267,-0.08348628749863977
0.00268,-0.02191012401568743
0.00269,0.051935599016558476
0.0027,0.09669764710448504
0.00271,0.0873094978418294
0.00272,0.02902846772544709
0.00273,-0.04550835871263097
0.00274,-0.09456073253805086
0.00275,-0.09065957045149325
0.00276,-0.0359895036535027
0.00277,0.0388345046698787
0.00278,0.09191138516900405
0.00279,0.09351835099389635
0.0028,0.042755509343029796
0.00281,-0.03195020308159981
0.00282,-0.08876396204028449
0.00283,-0.09587034748958775
0.00284,-0.049289819222980306
0.00285,0.024892760574569798
0.00286,0.08513551931052527
0.00287,0.09770281426577598
0.00288,0.0555570233019624
0.00289,-0.017700422041214994
0.0029,-0.08104571982525616
0.00291,-0.09900582102623012
0.00292,-0.061523159058065095
0.00293,0.010412163387202321
0.00294,0.0765167265622438
0.00295,0.09977230666441939
0.00296,0.06715589548470442
0.00297,-0.0030674803176600793
0.00298,-0.07157308252837928
0.00299,-0.0999981175282601
0.003,-0.07242470829514742
0.00301,-0.004293825693495255
0.00302,0.06624157775901622
0.00303,0.09968202992911646
0.00304,0.07730104533627465
0.00305,0.011631863091192072
0.00306,-0.06055110414042893
0.00307,-0.09882575677307424
0.00308,-0.08175848131516111
0.00309,-0.018906866414985415
0.0031,0.05453249884220046
0.00311,0.09743393827855708
0.00312,0.08577286100002843
0.00313,0.026079411791529936
0.00314,-0.04821837720791002
0.00315,-0.09551411683057628
0.00316,-0.08932243011955279
0.00317,-0.033110630575990375
0.00318,0.041642956009760985
0.00319,0.09307669610789725
0.0032,0.09238795325112992
0.00321,0.03996241998456513
0.00322,-0.0348418680249429
0.00323,-0.09013488470460068
0.00324,-0.09495281805930482
0.00325,-0.046597649576799946
0.00326,0.0278519689385016
0.00327,0.0867046245515673
0.00328,0.0970031253194554
0.00329,0.052980362468633024
0.0033,-0.02071113761921765
0.00331,-0.0828045045257731
0.00332,-0.09852776423889442
0.00333,-0.059075970185888865
0.00334,0.01345807085071075
0.00335,0.07845565971555629
0.00336,0.0995184726672199
0.00337,0.06485144010221293
0.00338,-0.006132073630218543
0.00339,-0.07368165688773536
0.0034,-0.09996988186962048
0.00341,-0.0702754744457244
0.00342,-0.0012271538285747428
0.00343,0.06850836677726795
0.00344,0.0998795456205171
0.00345,0.07531867990436328
0.00346,0.00857973123444716
0.00347,-0.06296382389149015
0.00348,-0.09924795345987059
0.00349,-0.07995372691079261
0.0035,-0.015885814333389713
0.00351,0.05707807458869368
0.00352,0.0980785280403223
0.00353,0.08415549774369196
0.00354,0.023105810828071047
0.00355,-0.05088301425430713
0.00356,-0.09637760657954286
0.00357,-0.08790122264286543
0.00358,-0.030200594931927074
0.00359,0.04441221445703882
0.0036,0.0941544065183005
0.00361,0.09117060320054496
0.00362,0.03713171939518831
0.00363,-0.03770074102163718
0.00364,-0.091420975570351
0.00365,-0.09394592236022078
0.00366,-0.04386162385385756
0.00367,0.030784964004148308
0.00368,0.08819212643483557
0.00369,0.09621214042690417
0.0037,0.050353838372571826
0.00371,-0.023702360599436534
0.00372,-0.08448535652497055
0.00373,-0.09795697656854528
0.00374,-0.05657318107836643
0.00375,0.016491312048990774
0.00376,0.08032075314806068
0.00377,0.09917097536691079
0.00378,0.062485948814243825
0.00379,-0.009190895649712224
0.0038,-0.0757208846506477
0.00381,-0.09984755805732955
0.00382,-0.06806009977954632
0.00383,0.001840672990578998
0.00384,0.07071067811865363
0.00385,0.09998305817958231
0.00386,0.07326542716724252
0.00387,0.005519524434970907
0.00388,-0.06531728429537614
0.00389,-0.09957674144676526
0.0039,-0.07807372285721441
0.00391,-0.012849811079381646
0.00392,0.05956993044924136
0.00393,0.09863080972445945
0.00394,0.08245893027850404
0.00395,0.020110463484211916
0.00396,-0.05349976198870729
0.00397,-0.09715038909862313
0.00398,-0.08639728561216024
0.00399,-0.027262135545003452
0.004,0.04713967368259684
0.00401,0.09514350209689804
0.00402,0.08986744656939694
0.00403,0.03426607173120286
0.00404,-0.040524131400495565
0.00405,-0.09262102421382969
0.00406,-0.09285060804732304
0.00407,-0.041084317105794105
0.00408,0.03368898533921807
0.00409,0.08959662497561661
0.0041,0.095330604035419
0.00411,0.047679923006336174
0.00412,-0.026671275747490876
0.00413,-0.08608669386377432
0.00414,-0.09729399522055714
0.00415,-0.05401714727299344
0.00416,0.019509032201607882
0.00417,0.08211025149910754
0.00418,0.09873014181578668
0.00419,0.06006164793839119
0.0042,-0.01224106751991619
0.00421,-0.07768884656732332
0.00422,-0.0996312612182783
0.00423,-0.06578066932970796
0.00424,0.0049067674327359055
0.00425,0.0728464390448223
0.00426,0.09999247018391454
0.00427,0.07114321957452203
0.00428,0.002454122852297561
0.00429,-0.06760927035753105
0.0043,-0.09981181129001453
0.00431,-0.0761202385484305
0.00432,-0.009801714032957137
0.00433,0.062005721176323525
0.00434,0.09909026354277783
0.00435,0.08068475535438413
0.00436,0.017096188876031614
0.00437,-0.05606615761972755
0.00438,-0.09783173707196241
0.00439,-0.08481203448033371
0.0044,-0.024298017990328276
0.00441,0.04982276669727148
0.00442,0.09604305194155599
0.00443,0.08847970984309483
0.00444,0.0313681740398914
0.00445,-0.04330938188531296
0.00446,-0.09373390119125659
0.00447,-0.09166790599210535
0.00448,-0.03826834323651682
0.00449,0.036561299780474676
0.0045,0.09091679830904861
0.00451,0.09435934581619708
0.00452,0.044961132965468636
0.00453,-0.02961508882435919
0.00454,-0.087607009419539
0.00455,-0.09653944416976987
0.00456,-0.05141027441932532
0.00457,0.02250839113597561
0.00458,0.0838224705554817
0.00459,0.09819638691095628
0.0046,0.05758081914178788
0.00461,-0.015279718525840187
0.00462,-0.07958369046088576
0.00463,-0.09932119492348063
0.00464,-0.06343932841636805
0.00465,0.00796824379713839
0.00466,0.07491363945234279
0.00467,0.09990777277526475
0.00468,0.06895405447371028
0.00469,-0.0006135884649103796
0.0047,-0.06983762494089359
0.00471,-0.09995294175010916
0.00472,-0.07409511253549954
0.00473,-0.006744391956371893
0.00474,0.06438315428897921
0.00475,0.09945645707342496
0.00476,0.07883464276266072
0.00477,0.014065823933290795
0.00478,-0.0585797857456436
0.00479,-0.09842100923869182
0.0048,-0.083146961230258
0.00481,-0.021311031991615353
0.00482,0.05245896826784138
0.00483,0.0968522094274401
0.00484,0.08700869911087444
0.00485,0.02844075372112825
0.00486,-0.04605387109581788
0.00487,-0.09475855910177369
0.00488,-0.09039892931234739
0.00489,-0.03541635254205048
0.0049,0.039399204006098074
0.00491,0.09215140393420351
0.00492,0.09329927988347661
0.00493,0.04220002707998176
0.00494,-0.032531029216218955
0.00495,-0.0890448723244748
0.00496,-0.09569403357322155
0.00497,-0.04875501601485066
0.00498,0.025486565960449032
0.00499,0.08545579883653576
0.005,0.09757021300385346
0.00501,0.05504579729366759
0.00502,-0.018303988795511206
0.00503,-0.08140363297058978
0.00504,-0.09891765099647856
0.00505,-0.06103828062763803
0.00506,0.011022220729384956
0.00507,0.07691033376455575
0.00508,0.09972904566786929
0.00509,0.0666999922303665
0.0051,-0.0036807222941320837
0.00511,-0.07200025079613545
0.00512,-0.1
0.00513,-0.07200025079614102
0.00514,-0.003680722294145794
0.00515,0.06669999223036052
0.00516,0.09972904566786828
0.00517,0.07691033376456088
0.00518,0.011022220729392941
0.00519,-0.061038280627627166
0.0052,-0.09891765099647738
0.00521,-0.08140363297059774
0.00522,-0.018303988795519106
0.00523,0.05504579729365614
0.00524,0.0975702130038517
0.00525,0.08545579883653992
0.00526,0.025486565960456804
0.00527,-0.04875501601484364
0.00528,-0.09569403357321922
0.00529,-0.08904487232447587
0.0053,-0.03253102921623193
0.00531,0.04220002707997447
0.00532,0.09329927988347167
0.00533,0.09215140393420664
0.00534,0.03939920400611069
0.00535,-0.035416352542042964
0.00536,-0.09039892931234395
0.00537,-0.09475855910177627
0.00538,-0.04605387109582501
0.00539,0.028440753721120544
0.0054,0.08700869911087049
0.00541,0.09685220942744352
0.00542,0.05245896826784823
0.00543,-0.021311031991601947
0.00544,-0.08314696123025354
0.00545,-0.09842100923869425
0.00546,-0.05857978574565012
0.00547,0.01406582393328284
0.00548,0.07883464276265578
0.00549,0.09945645707342579
0.0055,0.06438315428898536
0.00551,-0.006744391956363876
0.00552,-0.07409511253549032
0.00553,-0.09995294175010941
0.00554,-0.0698376249409034
0.00555,-0.0006135884649184149
0.00556,0.06895405447370034
0.00557,0.09990777277526441
0.00558,0.07491363945235188
0.00559,0.0079682437971464
0.0056,-0.06343932841636184
0.00561,-0.09932119492347903
0.00562,-0.07958369046089062
0.00563,-0.015279718525853745
0.00564,0.057580819141781314
0.00565,0.0981963869109537
0.00566,0.08382247055548608
0.00567,0.022508391135988973
0.00568,-0.051410274419318426
0.00569,-0.09653944416976629
0.0057,-0.08760700941954287
0.00571,-0.029615088824366864
0.00572,0.044961132965456375
0.00573,0.09435934581619441
0.00574,0.09091679830905433
0.00575,0.03656129978048216
0.00576,-0.038268343236504146
0.00577,-0.09166790599210213
0.00578,-0.09373390119125741
0.00579,-0.04330938188532021
0.0058,0.03136817403987838
0.00581,0.0884797098430911
0.00582,0.09604305194155822
0.00583,0.049822766697283374
0.00584,-0.02429801799032048
0.00585,-0.08481203448032644
0.00586,-0.09783173707196408
0.00587,-0.05606615761973891
0.00588,0.017096188876023696
0.00589,0.08068475535437937
0.0059,0.09909026354277892
0.00591,0.06200572117632983
0.00592,-0.00980171403294914
0.00593,-0.0761202385484253
0.00594,-0.09981181129001537
0.00595,-0.06760927035753277
0.00596,0.0024541228522838455
0.00597,0.07114321957451639
0.00598,0.09999247018391437
0.00599,0.07284643904482781
0.006,0.004906767432743932
0.00601,-0.0657806693297019
0.00602,-0.0996312612182776
0.00603,-0.07768884656732838
0.00604,-0.012241067519924166
0.00605,0.06006164793838022
0.00606,0.0987301418157854
0.00607,0.08211025149911537
0.00608,0.019509032201615765
0.00609,-0.054017147272981896
0.0061,-0.09729399522055528
0.00611,-0.08608669386377843
0.00612,-0.02667127574749862
0.00613,0.04767992300632911
0.00614,0.09533060403541657
0.00615,0.08959662497562018
0.00616,0.03368898533923099
0.00617,-0.04108431710578678
0.00618,-0.09285060804731794
0.00619,-0.09262102421383273
0.0062,-0.04052413140050811
0.00621,0.03426607173119531
0.00622,0.08986744656939341
0.00623,0.09514350209690225
0.00624,0.04713967368260393
0.00625,-0.027262135544990258
0.00626,-0.0863972856121562
0.00627,-0.09715038909862639
0.00628,-0.05349976198871407
0.00629,0.020110463484198475
0.0063,0.08245893027849949
0.00631,0.09863080972446171
0.00632,0.05956993044924783
0.00633,-0.012849811079373677
0.00634,-0.07807372285720583
0.00635,-0.09957674144676654
0.00636,-0.06531728429538224
0.00637,0.005519524434962884
0.00638,0.07326542716723704
0.00639,0.09998305817958247
0.0064,0.07071067811865932
0.00641,0.0018406729905870321
0.00642,-0.0680600997795446
0.00643,-0.0998475580573291
0.00644,-0.07572088465064925
0.00645,-0.009190895649720225
0.00646,0.06248594881423311
0.00647,0.09917097536690904
0.00648,0.08032075314806886
0.00649,0.016491312049004305
0.0065,-0.05657318107835512
0.00651,-0.09795697656854252
0.00652,-0.08448535652497485
0.00653,-0.02370236059943882
0.00654,0.05035383837256489
0.00655,0.09621214042690351
0.00656,0.08819212643483937
0.00657,0.03078496400415596
0.00658,-0.04386162385384523
0.00659,-0.09394592236021804
0.0066,-0.09142097557035656
0.00661,-0.037700741021644626
0.00662,0.03713171939517557
0.00663,0.09117060320053932
0.00664,0.0941544065183032
0.00665,0.04441221445705111
0.00666,-0.030200594931919414
0.00667,-0.08790122264285889
0.00668,-0.096377606579545
0.00669,-0.05088301425431405
0.0067,0.02310581082806323
0.00671,0.08415549774368764
0.00672,0.09807852804032387
0.00673,0.05707807458870027
0.00674,-0.01588581433338178
0.00675,-0.07995372691078778
0.00676,-0.09924795345987157
0.00677,-0.06296382389149639
0.00678,0.008579731234439154
0.00679,0.07531867990435799
0.0068,0.09987954562051748
0.00681,0.06850836677727382
0.00682,-0.001227153828566708
0.00683,-0.07027547444571869
0.00684,-0.0999698818696203
0.00685,-0.07368165688774078
0.00686,-0.006132073630226564
0.00687,0.06485144010220682
0.00688,0.09951847266721911
0.00689,0.07845565971556127
0.0069,0.01345807085071871
0.00691,-0.05907597018588238
0.00692,-0.09852776423889303
0.00693,-0.0828045045257792
0.00694,-0.02071113761922829
0.00695,0.0529803624686238
0.00696,0.09700312531945275
0.00697,0.08670462455157271
0.00698,0.027851968938512047
0.00699,-0.04659764957679033
0.007,-0.0949528180593014
0.00701,-0.09013488470460539
0.00702,-0.03484186802495043
0.00703,0.03996241998455777
0.00704,0.09238795325112575
0.00705,0.09307669610790122
0.00706,0.04164295600977088
0.00707,-0.03311063057598011
0.00708,-0.0893224301195479
0.00709,-0.0955141168305795
0.0071,-0.04821837720791955
0.00711,0.02607941179151943
0.00712,0.08577286100002283
0.00713,0.09743393827855953
0.00714,0.054532498842211966
0.00715,-0.01890686641497194
0.00716,-0.08175848131515323
0.00717,-0.09882575677307634
0.00718,-0.06055110414043985
0.00719,0.011631863091181268
0.0072,0.07730104533626775
0.00721,0.09968202992911734
0.00722,0.06624157775902437
0.00723,-0.004293825693484388
0.00724,-0.07242470829513993
0.00725,-0.09999811752826011
0.00726,-0.07157308252838887
0.00727,-0.0030674803176624294
0.00728,0.06715589548469425
0.00729,0.09977230666441847
0.0073,0.07651672656225263
0.00731,0.010412163387215966
0.00732,-0.06152315905805427
0.00733,-0.0990058210262282
0.00734,-0.08104571982526587
0.00735,-0.0177004220412257
0.00736,0.05555702330196044
0.00737,0.09770281426577304
0.00738,0.08513551931052649
0.00739,0.024892760574583086
0.0074,-0.04928981922297826
0.00741,-0.09587034748958384
0.00742,-0.08876396204028558
0.00743,-0.0319502030816128
0.00744,0.04275550934302767
0.00745,0.0935183509938905
0.00746,0.09191138516901058
0.00747,0.03883450466988348
0.00748,-0.03598950365348725
0.00749,-0.09065957045149106
0.0075,-0.09456073253805625
0.00751,-0.04550835871263559
0.00752,0.02902846772543396
0.00753,0.08730949784182825
0.00754,0.09669764710448854
0.00755,0.05193559901656049
0.00756,-0.021910124015674045
0.00757,-0.0834862874986369
0.00758,-0.09831054874312202
0.00759,-0.05808139580957825
0.0076,0.01467304744553388
0.00761,0.07921065773001282
0.00762,0.0993906970002359
0.00763,0.06391244448638836
0.00764,-0.007356456359963997
0.00765,-0.0745057785441371
0.00766,-0.09993223845883506
0.00767,-0.0693971460889758
0.00768,-3.1843911681014124e-15
0.00769,0.06939714608896302
0.0077,0.09993223845883482
0.00771,0.07450577854414894
0.00772,0.007356456359970349
0.00773,-0.06391244448637472
0.00774,-0.09939069700023519
0.00775,-0.07921065773002364
0.00776,-0.014673047445540177
0.00777,0.05808139580957308
0.00778,0.09831054874311879
0.00779,0.08348628749864041
0.0078,0.021910124015702442
0.00781,-0.05193559901655505
0.00782,-0.09669764710448403
0.00783,-0.08730949784183135
0.00784,-0.029028467725450938
0.00785,0.045508358712619795
0.00786,0.09456073253805047
0.00787,0.09065957045149375
0.00788,0.0359895036535038
0.00789,-0.03883450466986713
0.0079,-0.0919113851690036
0.00791,-0.09351835099389677
0.00792,-0.04275550934303343
0.00793,0.031950203081596
0.00794,0.08876396204027741
0.00795,0.09587034748958889
0.00796,0.049289819222983804
0.00797,-0.02489276057456591
0.00798,-0.08513551931051719
0.00799,-0.09770281426577683
0.008,-0.05555702330196574
0.00801,0.017700422041208242
0.00802,0.08104571982524882
0.00803,0.09900582102623069
0.00804,0.06152315905806826
0.00805,-0.010412163387198326
0.00806,-0.07651672656224122
0.00807,-0.0997723066644189
0.00808,-0.06715589548470739
0.00809,0.003067480317656064
0.0081,0.07157308252837648
0.00811,0.09999811752826
0.00812,0.07242470829515217
0.00813,0.004293825693502109
0.00814,-0.06624157775901107
0.00815,-0.09968202992911591
0.00816,-0.077301045336279
0.00817,-0.011631863091198884
0.00818,0.06055110414042573
0.00819,0.09882575677307363
0.0082,0.0817584813151569
0.00821,0.018906866414989357
0.00822,-0.0545324988421971
0.00823,-0.09743393827855554
0.00824,-0.08577286100002611
0.00825,-0.026079411791536555
0.00826,0.048218377207904006
0.00827,0.09551411683057426
0.00828,0.08932243011955587
0.00829,0.03311063057599685
0.0083,-0.041642956009754754
0.00831,-0.09307669610789474
0.00832,-0.09238795325113254
0.00833,-0.0399624199845636
0.00834,0.0348418680249338
0.00835,0.0901348847045977
0.00836,0.09495281805930697
0.00837,0.04659764957679596
0.00838,-0.02785196893849501
0.00839,-0.08670462455156387
0.0084,-0.09700312531945707
0.00841,-0.052980362468629194
0.00842,0.02071113761922206
0.00843,0.08280450452576926
0.00844,0.09852776423889607
0.00845,0.05907597018589669
0.00846,-0.0134580708507124
0.00847,-0.07845565971555028
0.00848,-0.09951847266722086
0.00849,-0.06485144010222031
0.0085,0.006132073630220207
0.00851,0.07368165688772879
0.00852,0.09996988186962073
0.00853,0.07027547444573132
0.00854,0.0012271538285730764
0.00855,-0.06850836677726917
0.00856,-0.09987954562051662
0.00857,-0.07531867990436966
0.00858,-0.008579731234445498
0.00859,0.06296382389149145
0.0086,0.0992479534598694
0.00861,0.07995372691079844
0.00862,0.01588581433339929
0.00863,-0.057078074588695044
0.00864,-0.09807852804032263
0.00865,-0.08415549774369721
0.00866,-0.023105810828080487
0.00867,0.05088301425430857
0.00868,0.0963776065795433
0.00869,0.08790122264287006
0.0087,0.03020059493193632
0.00871,-0.044412214457040314
0.00872,-0.09415440651830106
0.00873,-0.09117060320054894
0.00874,-0.03713171939519732
0.00875,0.03770074102163873
0.00876,0.09142097557035167
0.00877,0.09394592236022022
0.00878,0.04386162385386628
0.00879,-0.030784964004139076
0.0088,-0.08819212643483368
0.00881,-0.09621214042690525
0.00882,-0.05035383837258513
0.00883,0.023702360599421587
0.00884,0.0844853565249684
0.00885,0.09795697656854495
0.00886,0.05657318107836506
0.00887,-0.016491312048981202
0.00888,-0.08032075314806167
0.00889,-0.09917097536691058
0.0089,-0.06248594881424251
0.00891,0.009190895649696903
0.00892,0.07572088465064508
0.00893,0.09984755805732977
0.00894,0.06806009977954926
0.00895,-0.0018406729905636144
0.00896,-0.07071067811864275
0.00897,-0.09998305817958225
0.00898,-0.07326542716724525
0.00899,-0.0055195244349749185
0.009,0.0653172842953645
0.00901,0.09957674144676543
0.00902,0.07807372285721337
0.00903,0.01284981107938563
0.00904,-0.05956993044922901
0.00905,-0.09863080972445878
0.00906,-0.08245893027850631
0.00907,-0.02011046348421585
0.00908,0.05349976198870389
0.00909,0.09715038909862352
0.0091,0.08639728561216226
0.00911,0.027262135545001856
0.00912,-0.0471396736825933
0.00913,-0.09514350209689505
0.00914,-0.08986744656939871
0.00915,-0.03426607173120663
0.00916,0.04052413140049189
0.00917,0.09262102421382389
0.00918,0.09285060804732453
0.00919,0.04108431710579777
0.0092,-0.03368898533921429
0.00921,-0.08959662497561482
0.00922,-0.09533060403542193
0.00923,-0.047679923006339706
0.00924,0.02667127574748153
0.00925,0.08608669386377228
0.00926,0.09729399522056069
0.00927,0.05401714727299683
0.00928,-0.019509032201603944
0.00929,-0.08211025149910524
0.0093,-0.09873014181578732
0.00931,-0.06006164793839439
0.00932,0.012241067519912203
0.00933,0.07768884656731721
0.00934,0.09963126121827864
0.00935,0.0657806693297067
0.00936,-0.004906767432731893
0.00937,-0.07284643904481565
0.00938,-0.09999247018391459
0.00939,-0.07114321957452086
0.0094,-0.002454122852301578
0.00941,0.06760927035752388
0.00942,0.09981181129001428
0.00943,0.07612023854843311
0.00944,0.009801714032966792
0.00945,-0.062005721176320375
0.00946,-0.09909026354277653
0.00947,-0.08068475535438649
0.00948,-0.01709618887602997
0.00949,0.05606615761972422
0.0095,0.09783173707196041
0.00951,0.08481203448033585
0.00952,0.02429801799032666
0.00953,-0.049822766697268
0.00954,-0.09604305194155328
0.00955,-0.08847970984309936
0.00956,-0.03136817403988982
0.00957,0.04330938188531447
0.00958,0.09373390119125322
0.00959,0.09166790599210922
0.0096,0.038268343236520536
0.00961,-0.036561299780476224
0.00962,-0.09091679830904695
0.00963,-0.09435934581620029
0.00964,-0.04496113296547222
