t,sn
0.00088,-0.04631896099035685
0.00089,0.08132976303055228
0.0009,0.08637267804645328
0.00091,-0.0005488447713144218
0.00092,0.06931396868562544
0.00093,-0.007374237440682066
0.00094,-0.1466024223332611
0.00095,-0.07317600523704573
0.00096,-0.07113186438530139
0.00097,0.02966620083920323
0.00098,0.033864624406769475
0.00099,0.08462182546580274
0.001,-0.014958333344648096
0.00101,-0.017153203868099463
0.00102,-0.07179130033821475
0.00103,-0.06334963996876421
0.00104,0.000803235274891137
0.00105,-0.011887467242189816
0.00106,0.06638893372130207
0.00107,0.1505239248536072
0.00108,0.010483956380341036
0.00109,-0.04191146459304497
0.0011,-0.16017536009332828
0.00111,-0.015209489268315626
0.00112,-0.12329191161883563
0.00113,-0.06062615538359718
0.00114,0.14126016532901547
0.00115,0.10308018330448863
0.00116,-0.0014955051457705287
0.00117,-0.0036772862301665196
0.00118,-0.08602678008864648
0.00119,-0.18573058583994626
0.0012,-0.028075266551559806
0.00121,0.08711201181039126
0.00122,0.0689672911999657
0.00123,0.15770496492669342
0.00124,0.08877161070826611
0.00125,-0.028077544092151317
0.00126,0.004499921962864348
0.00127,-0.05014571930395458
0.00128,0.014362573250617225
0.00129,-0.030133274959309096
0.0013,0.0778129670413418
0.00131,0.1046303031678306
0.00132,0.09416333403196846
0.00133,0.039156550363192
0.00134,-0.07968775587882375
0.00135,-0.09059295910613697
0.00136,-0.11553975530377743
0.00137,-0.013140914295440358
0.00138,0.08691935735319424
0.00139,0.13083065256188556
0.0014,0.09392668469275679
0.00141,-0.03911344567789451
0.00142,-0.004943549994859492
0.00143,-0.048384939446332396
0.00144,-0.08251647358739458
0.00145,0.05166034696584765
0.00146,0.05832233905194253
0.00147,0.17961603737337084
0.00148,0.01202889924162781
0.00149,0.11642738063696159
0.0015,0.013157925301616975
0.00151,-0.14518794343836927
0.00152,-0.05345379372891316
0.00153,-0.07281837491147355
0.00154,-0.0010212658556270834
0.00155,0.14366977258894933
0.00156,0.1362443127236333
0.00157,0.11325571779758911
0.00158,0.06542982197303729
0.00159,-0.10138272151316019
0.0016,-0.17069356979948952
0.00161,-0.042102133167815206
0.00162,0.022452683895186683
0.00163,0.11963805330260492
0.00164,0.018081810089451658
0.00165,0.14403354850924538
0.00166,0.027188200358960506
0.00167,0.009744407876600997
0.00168,-0.11925215486733977
0.00169,-0.08455769419287666
0.0017,-0.011696455182241716
0.00171,0.08721876468015158
0.00172,0.018293436947844133
0.00173,0.016755174134856173
0.00174,-0.04936023160096248
0.00175,-0.14293657212830307
0.00176,-0.08474307700433927
0.00177,-0.0727433384524196
0.00178,-0.09477473914181128
0.00179,0.07611772450953275
0.0018,0.113024445846406
0.00181,0.08381421169905702
0.00182,0.048921823849627004
0.00183,-0.08842775480781975
0.00184,-0.0755117384838867
0.00185,-0.042875554967632644
0.00186,0.030003927283313928
0.00187,0.09466570732983533
0.00188,0.11022141752243286
0.00189,0.012649449441312577
0.0019,-0.02889712726080884
0.00191,-0.126550054727313
0.00192,-0.17263036435549298
0.00193,-0.15221922863222115
0.00194,-0.046421959054531614
0.00195,-0.055374513340570586
0.00196,0.1411658249599126
0.00197,0.1824946270547125
0.00198,-0.02013462411540179
0.00199,-0.02912724197647017
0.002,-0.09227500088200619
0.00201,-0.13413264260152374
0.00202,-0.07952347034616344
0.00203,-0.04581469287210222
0.00204,0.0955159536289582
0.00205,0.08047260281003074
0.00206,0.019769365986827547
0.00207,0.05745436141465375
0.00208,-0.07327225891345428
0.00209,-0.15047042174712402
0.0021,-0.055893368165716294
0.00211,-0.06505631425570911
0.00212,0.024358482428802168
0.00213,0.12918580514973832
0.00214,0.02490473966684144
0.00215,-0.04042101055978317
0.00216,-0.09507026387852471
0.00217,-0.10093936837920198
0.00218,-0.028657271023931022
0.00219,0.005001356578010147
0.0022,-0.012807933716023588
0.00221,0.060555811672062816
0.00222,-0.0012067006229942445
0.00223,0.04786481510431488
0.00224,-0.1204355565590721
0.00225,-0.0928638214716455
0.00226,-0.07340606515323406
0.00227,-0.10211183102067174
0.00228,-0.010869593041514289
0.00229,0.17861828445510775
0.0023,0.024342094179123586
0.00231,-0.017471729159923878
0.00232,-0.04388860356076918
0.00233,-0.16303489067568744
0.00234,-0.033085101107587424
0.00235,-0.029793437798131192
0.00236,0.02929725031435745
0.00237,0.17469064016004376
0.00238,0.11283930884890475
0.00239,0.02724445360964492
0.0024,-0.025621255560472782
0.00241,-0.08123699435401756
0.00242,-0.09033568619145997
0.00243,0.01254846430452005
0.00244,0.09468637174120079
0.00245,0.04609598212953742
0.00246,0.11033109228356229
0.00247,-0.009990103652802187
0.00248,0.04813688181642815
0.00249,-0.11522029751650198
0.0025,-0.049353179971444644
0.00251,-0.053722531263961384
0.00252,0.05054803340547091
0.00253,0.004673201964485563
0.00254,0.051908806885209324
0.00255,0.054473833839379295
0.00256,-0.058150740627664996
0.00257,-0.13392805250702933
0.00258,-0.07207123555635452
0.00259,0.006286016753086696
0.0026,-0.007098927646486488
0.00261,0.0421599041348362
0.00262,0.1676655929939821
0.00263,0.1577129212696059
0.00264,0.014566192499191461
0.00265,-0.029734326001090185
0.00266,-0.0933621494056203
0.00267,-0.032511890477785695
0.00268,-0.09486169251525348
0.00269,0.0017573787799768231
0.0027,0.01892291112695152
0.00271,0.06868016494234427
0.00272,-0.0026216552877016443
0.00273,-0.08300954912034306
0.00274,-0.061879524485139725
0.00275,-0.11250797728833464
0.00276,-0.005113858443352069
0.00277,0.09312074806231244
0.00278,0.02213762743886548
0.00279,0.176943740844558
0.0028,-0.042174510005766386
0.00281,-0.017888010222203914
0.00282,-0.048422639456736805
0.00283,-0.13829971893576104
0.00284,-0.04573578371067295
0.00285,-0.008896163396833506
0.00286,0.15710889039737047
0.00287,0.012140234643819414
0.00288,0.03584175880227833
0.00289,-0.05115341614969729
0.0029,-0.1445007707545768
0.00291,-0.15662737109237354
0.00292,-0.0026222878262427834
0.00293,-0.0492555468114752
0.00294,0.038430192398364524
0.00295,0.03436600771686911
0.00296,-0.02051299193196139
0.00297,0.05763437857199451
0.00298,-0.0661167079867471
0.00299,-0.05033617794155466
0.003,-0.12457289628029927
0.00301,0.06331221713232882
0.00302,-0.0005375870179597508
0.00303,0.1488516032511726
0.00304,0.08968068819845432
0.00305,0.026407696420422903
0.00306,-0.0040968628098090945
0.00307,-0.06605626161536102
0.00308,-0.11459926977524588
0.00309,-0.08593435913888374
0.0031,0.1418341101623172
0.00311,0.14066866388532467
0.00312,0.021081574328943448
0.00313,0.01673634041411226
0.00314,-0.10924755095326923
0.00315,-0.1571332248223315
0.00316,-0.03653228847766348
0.00317,0.0029719420269494826
0.00318,-0.04081686333386197
0.00319,0.11481097954194922
0.0032,0.014421722047672364
0.00321,0.017172445371778852
0.00322,-0.011361470894878531
0.00323,-0.10579489998472072
0.00324,-0.0381737375519576
0.00325,-0.13142868493145893
0.00326,0.10190960841490015
0.00327,0.03811857071778608
0.00328,0.14269336774882752
0.00329,0.12470254701521387
0.0033,-0.03803909853673976
0.00331,-0.15364119563268785
0.00332,-0.1153793634477268
0.00333,-0.07748096927519564
0.00334,0.0728652775434785
0.00335,0.12232733866900512
0.00336,0.18345507311607406
0.00337,0.08230689775165645
0.00338,0.041629348652031085
0.00339,-0.13891784358591974
0.0034,-0.12563489752193707
0.00341,-0.14819016471581725
0.00342,-0.0899722988535996
0.00343,0.05618515492848518
0.00344,0.0515764267140333
0.00345,0.05306516275314542
0.00346,0.07860188032126245
0.00347,0.0058886059992326045
0.00348,-0.07931472254476782
0.00349,-0.14729437126983314
0.0035,0.060025454510482704
0.00351,0.08480218439837096
0.00352,0.054834947722056174
0.00353,0.028386494475467858
0.00354,0.09625886597576475
0.00355,-0.04403016336351995
0.00356,-0.1186969222458391
0.00357,-0.027107881477526026
0.00358,0.052437274006957746
0.00359,0.0812791288924157
0.0036,0.03083782411110278
0.00361,0.1576008108454363
0.00362,-0.002131135111006238
0.00363,-0.041430265925742046
0.00364,-0.025478962891889584
0.00365,-0.022347064968416264
0.00366,-0.04296508571545924
0.00367,0.03041886041794003
0.00368,0.09107373622122406
0.00369,0.16598142835502466
0.0037,0.11328660189828382
0.00371,-0.08681459263697154
0.00372,-0.06372995013097155
0.00373,-0.07114880937437133
0.00374,-0.01694482562407322
0.00375,-0.027861811217409663
0.00376,0.05732801321735301
0.00377,0.11490747909464448
0.00378,-0.0007303161432710009
0.00379,-0.08736493434061406
0.0038,-0.05174362322661112
0.00381,-0.10221663143939866
0.00382,-0.08833358431986482
0.00383,0.028380114404333114
0.00384,-0.0005247734499986556
0.00385,0.06424222304661134
0.00386,-0.010257150793834852
0.00387,0.047787635027857496
0.00388,-0.012520565301533913
0.00389,-0.14407849051441018
0.0039,-0.04447314147157115
0.00391,0.013504248055950682
0.00392,0.06772029857255406
0.00393,0.11569647105450441
0.00394,0.12484169953204405
0.00395,-0.06146131815184819
0.00396,-0.03633077803606839
0.00397,-0.11922577538574941
0.00398,-0.04410004551811853
0.00399,-0.06161073245555751
0.004,0.0004221322623615409
0.00401,0.1259973926755046
0.00402,0.15652324870661877
0.00403,0.05674355070810677
0.00404,-0.04858740401651416
0.00405,-0.05318437304252751
0.00406,-0.038741486194284
0.00407,0.04176497211164562
0.00408,0.0431242752920778
0.00409,0.11129180696681645
0.0041,0.07969809569900044
0.00411,-0.029051015823763925
0.00412,0.039850180967140665
0.00413,-0.12950317634169928
0.00414,-0.17219370748480517
0.00415,-0.033877874420321086
0.00416,0.09476003624260645
0.00417,0.006340707742952853
0.00418,0.1531964838178501
0.00419,0.008784716356169044
0.0042,0.06817054003111113
0.00421,0.010790425554947011
0.00422,-0.06445084974956719
0.00423,-0.07702265239844762
0.00424,0.004502626140720452
0.00425,0.053932759417947035
0.00426,0.028897863675938662
0.00427,0.12748320072723637
0.00428,-0.020105640802287824
0.00429,-0.09661767028450557
0.0043,-0.09250343681494773
0.00431,-0.001431743064648619
0.00432,0.0510118648885545
0.00433,0.06919288466873673
0.00434,0.17747958737675582
0.00435,0.0597202217175949
0.00436,-0.0006385589672782514
0.00437,-0.1090723537079108
0.00438,-0.07330086928781755
0.00439,-0.09125427034397328
0.0044,-0.054517494523357184
0.00441,0.08379788735403362
0.00442,0.11959797964170955
0.00443,0.04913582767087441
0.00444,0.08844192906386912
0.00445,-0.12994531751671923
0.00446,-0.09749077209849004
0.00447,-0.13903247980720118
0.00448,0.02685007051007681
0.00449,0.0019501824136772955
0.0045,0.12804856440447265
0.00451,0.12362823798583013
0.00452,0.023484505455500418
0.00453,0.05482426173892055
0.00454,-0.038162828187697936
0.00455,-0.017450562200107197
0.00456,0.036026520798113686
0.00457,0.08348794394561371
0.00458,0.026722103374449933
0.00459,0.011183546165730654
0.0046,0.09633263790295726
0.00461,0.060315154618112626
0.00462,-0.14639729612764352
0.00463,-0.048865152050342434
0.00464,0.01982424888605036
0.00465,-0.05708886660140323
0.00466,0.0983988976228032
0.00467,0.1434913114870723
0.00468,0.1504218896160634
0.00469,-0.00041358432046755466
0.0047,-0.11688178727757012
0.00471,-0.04439230740895154
0.00472,-0.14463110610843566
0.00473,-0.0004584418662249871
0.00474,0.05641302520856866
0.00475,0.14635226834175846
0.00476,0.05609641752042045
0.00477,-0.06978907456805165
0.00478,-0.032241764246625844
0.00479,-0.0872169618067355
0.0048,-0.08336010373443735
0.00481,-0.015802376298379883
0.00482,0.050071419413564085
0.00483,0.10733283884001389
0.00484,0.08223365648171979
0.00485,0.054269586900534864
0.00486,-0.003403349577056139
0.00487,-0.019092837285051234
0.00488,-0.12164672173557733
0.00489,-0.07247728691430994
0.0049,-0.024723012611414033
0.00491,0.15840873100636804
0.00492,0.14771493210077905
0.00493,0.102945002531043
0.00494,-0.09057171322137
0.00495,-0.014157962643523786
0.00496,-0.07671371411430189
0.00497,0.018989055588215148
0.00498,0.030891403518364776
0.00499,0.072553229874945
0.005,0.10749740013375615
0.00501,0.11664142520094001
0.00502,-0.05226576932318672
0.00503,-0.15258024295121805
0.00504,-0.17821041035265495
0.00505,-0.08806753431664595
0.00506,0.06434315198253449
0.00507,0.1623535452912775
0.00508,0.13520790906416988
0.00509,0.0638149835878919
0.0051,-0.09258587251010854
0.00511,-0.13799733455892246
0.00512,-0.02683513253388725
0.00513,-0.021479252410616774
0.00514,0.02202137174616755
0.00515,0.09195494211804643
0.00516,0.029932043515065385
0.00517,-0.009250716975150772
0.00518,-0.03272933233774834
0.00519,-0.1394651853283134
0.0052,-0.023242393532885625
0.00521,-0.031555392105279585
0.00522,0.05825642977207736
0.00523,0.02579604957400284
0.00524,0.12000882038569068
0.00525,0.055137326153326394
0.00526,0.09080235808008023
0.00527,-0.0004626809878270771
0.00528,-0.05621539022565166
0.00529,-0.09007143556020877
0.0053,-0.07627421784137633
0.00531,0.11959012283807297
0.00532,0.038943290113218273
0.00533,0.03931901289727367
0.00534,0.12827982768491655
0.00535,-0.09523052510114935
0.00536,-0.16413766643381714
0.00537,-0.03106244257863748
0.00538,-0.115729127203154
0.00539,0.03379684188294062
0.0054,0.12259551082462014
0.00541,0.15144205071768452
0.00542,0.126928792095474
0.00543,0.01729755096498707
0.00544,-0.011663404584239423
0.00545,-0.03662991750734588
0.00546,0.01704307059124864
0.00547,-0.048338470545915266
0.00548,0.040625631497473245
0.00549,0.012651214862126697
0.0055,0.02408418506705516
0.00551,-0.04632495273023039
0.00552,-0.1415490724890331
0.00553,-0.16249270760345252
0.00554,-0.12895968882737407
0.00555,-0.006345458129246013
0.00556,-0.006128753975732731
0.00557,0.06985589336874079
0.00558,0.16402053291742283
0.00559,-0.07719748608766713
0.0056,-0.0872081401195763
0.00561,-0.12110348994619027
0.00562,-0.05404555538403645
0.00563,-0.04785164026444715
0.00564,0.06317587630065208
0.00565,0.12437151852785219
0.00566,0.05726368520555834
0.00567,-0.02957723575414488
0.00568,-0.11099733922597027
0.00569,-0.169543070799685
0.0057,-0.15746938251061876
0.00571,0.032956949464426274
0.00572,0.05845913190353427
0.00573,0.11040257883289215
0.00574,0.14188429170563852
0.00575,-0.02363946781920371
0.00576,-0.09801394782300454
0.00577,-0.016200992320641427
0.00578,-0.025620917319532685
0.00579,0.03533147322716378
0.0058,-0.04092865480311264
0.00581,0.04624656661291
0.00582,0.024043204561769158
0.00583,-0.02278949885355841
0.00584,-0.0905341423768417
0.00585,-0.15895543735012524
0.00586,-0.06769722691404739
0.00587,-0.020028002038781634
0.00588,-0.05824177094639951
0.00589,0.04819131014743615
0.0059,0.17407454568837566
0.00591,0.13287892018558647
0.00592,0.07525363479525937
0.00593,-0.010777679952175254
0.00594,-0.11163714170454199
0.00595,-0.06909932487843988
0.00596,0.018021256310732862
0.00597,0.033687379682649676
0.00598,0.1418504441876957
0.00599,0.07024874312301257
0.006,-0.052669399038710416
0.00601,0.019715357752603718
0.00602,-0.025169189795579403
0.00603,-0.08170052820844667
0.00604,0.017744660444082863
0.00605,-0.02904547729522909
0.00606,0.1089702776796238
0.00607,0.05330283656863169
0.00608,0.071804621512368
0.00609,-0.04591946764959648
0.0061,-0.04013818542230058
0.00611,-0.05511195402571449
0.00612,0.013404171564212052
0.00613,0.08285183237435426
0.00614,0.07899423563072404
0.00615,0.1669478884370595
0.00616,0.04396920327550066
0.00617,-0.07105440645352197
0.00618,-0.1336631750567983
0.00619,-0.14059927578243395
0.0062,-0.07147305906187838
0.00621,0.10012635448765848
0.00622,0.03759319870332002
0.00623,0.16240378833354713
0.00624,-0.030430476396027882
0.00625,-0.005873770048068938
0.00626,-0.005852129194725081
0.00627,-0.10382775515373067
0.00628,-0.13816799536411883
0.00629,0.050044570602810305
0.0063,0.13669546723637116
0.00631,0.17672162619455195
0.00632,-0.005457962169928013
0.00633,-0.0012071826287933206
0.00634,-0.07256268485759909
0.00635,-0.12219496576123302
0.00636,-0.04018427857991633
0.00637,0.03281249248180883
0.00638,0.11595620753859498
0.00639,0.18236237403793995
0.0064,0.12370515347423852
0.00641,0.020708123572697947
0.00642,-0.0798743869496329
0.00643,-0.18012979911794819
0.00644,-0.1589231625333179
0.00645,0.0248458863212778
0.00646,0.06307322747164198
0.00647,0.06460346749270177
0.00648,0.03999854004785077
0.00649,0.0014634643432746564
0.0065,-0.061779355512192165
0.00651,-0.030298560546340697
0.00652,-0.04501013100729896
0.00653,0.06537494446738522
0.00654,0.051864346798127355
0.00655,0.03402240867354277
0.00656,0.06189000045636523
0.00657,0.05482813000272592
0.00658,0.027203644005169655
0.00659,-0.11597303193964836
0.0066,-0.07174333628722675
0.00661,-0.11435285641284985
0.00662,-0.05029094226098533
0.00663,0.13553706290439238
0.00664,0.041357229507963375
0.00665,0.10594196424080413
0.00666,-0.09498542103749462
0.00667,-0.11083618484313612
0.00668,-0.1732356758111065
0.00669,-0.03207183589271395
0.0067,0.10081391841920745
0.00671,0.1321279096211561
0.00672,0.011150621545898118
0.00673,0.13148375729431094
0.00674,-0.0236670812767458
0.00675,-0.03770237998574481
0.00676,-0.10913521685468967
0.00677,0.009288259632344711
0.00678,-0.002804379924820105
0.00679,0.13674329117156483
0.0068,0.012338065501061424
0.00681,0.04879955972916793
0.00682,0.022527266324475232
0.00683,0.0009322347314562052
0.00684,-0.03724186051136512
0.00685,0.013060061490772462
0.00686,-0.06833346983428705
0.00687,0.01884852351533456
0.00688,0.060282268791946335
0.00689,0.07927533843488596
0.0069,-0.025877353947322605
0.00691,-0.053179130408134684
0.00692,-0.04493187473432397
0.00693,-0.005122538629332041
0.00694,-0.023384739226825296
0.00695,0.04738679523122982
0.00696,0.1705057524847527
0.00697,0.00882895046413075
0.00698,0.0641305700778825
0.00699,0.017343730964794413
0.007,-0.04847246242794146
0.00701,-0.10046936391026925
0.00702,-0.0944941577916567
0.00703,-0.014969469816935782
0.00704,0.13919603973155514
0.00705,0.03629666519445818
0.00706,-0.03271605375560115
0.00707,-0.09287258538971818
0.00708,-0.048191574299088324
0.00709,-0.14929702157775554
0.0071,0.013715335786355518
0.00711,-0.041708236695212286
0.00712,0.1270415385459589
0.00713,0.03280471716224624
0.00714,0.04926663248409116
0.00715,-0.0025828127259720085
0.00716,-0.12287890137974472
0.00717,-0.03406465624072011
0.00718,0.01817554591212414
0.00719,0.022143063027389123
0.0072,0.14619141177690892
0.00721,0.04073893741639295
0.00722,0.13072638469675457
0.00723,-0.03961086775071896
0.00724,-0.03986898274287226
0.00725,-0.029961687601380432
0.00726,-0.07132807597453814
0.00727,-0.05380726495207431
0.00728,0.0710384238076988
0.00729,0.17933136124125276
0.0073,-0.011395937293918232
0.00731,-0.06088153748711693
0.00732,-0.07160910946801408
0.00733,-0.05793518754888663
0.00734,-0.014684310411180651
0.00735,-0.05680326890290567
0.00736,0.07222340204784872
0.00737,0.013681771767154877
0.00738,0.02423879910875193
0.00739,0.06852249572387875
0.0074,-0.0885854880153836
0.00741,-0.13458698002870692
0.00742,-0.04416156261329883
0.00743,-0.05956944654861304
0.00744,-0.03605624597400786
0.00745,0.10137384521051696
0.00746,0.04637236777837192
0.00747,0.04822528889525249
0.00748,0.011836935450179553
0.00749,-0.08332816326273984
0.0075,-0.03213598931892695
0.00751,-0.057614650175383725
0.00752,0.06441358926824547
0.00753,0.0874463461598134
0.00754,0.025197327169610248
0.00755,0.06872527417863483
0.00756,0.05405939535677526
0.00757,0.0010590996641018785
0.00758,-0.030344586439468274
0.00759,-0.14148217495069682
0.0076,-0.07230709686481016
0.00761,0.1281332993961593
0.00762,0.02118128919888708
0.00763,0.09842581125907338
0.00764,0.02096391497031101
0.00765,-0.06226977904004995
0.00766,-0.052698128333763646
0.00767,-0.028285405300341078
0.00768,-0.07299050273769185
0.00769,0.09957897894162576
0.0077,0.08047417949755654
0.00771,0.019261926011385898
0.00772,-0.029337266563068565
0.00773,-0.025062257140812873
0.00774,-0.14319636472302633
0.00775,-0.14630979282156012
0.00776,-0.016826748961898248
0.00777,0.09055969447164816
0.00778,0.10532787385330054
0.00779,0.05659905886744788
0.0078,0.07428915090058007
0.00781,-0.1396754431836137
0.00782,-0.054816475601551305
0.00783,-0.058617718151520656
0.00784,-0.0007077486736833186
0.00785,0.04498057097999099
0.00786,0.1202284656111965
0.00787,0.11677503016823981
0.00788,-0.02130441909596896
0.00789,-0.02208989159109503
0.0079,-0.04628256678691108
0.00791,-0.1439674178828206
0.00792,-0.12768297482062643
0.00793,0.01000581894282675
0.00794,0.04811563464339627
0.00795,0.02998362264940853
0.00796,0.012603005714545389
0.00797,0.03422436280842574
0.00798,-0.11393910259280604
0.00799,-0.1441227699459658
0.008,-0.08792778216796451
0.00801,0.03553237632099701
0.00802,0.05898977927967519
0.00803,0.10067537843914248
0.00804,0.07709080736156732
0.00805,0.018016141650904947
0.00806,-0.1316380900722796
0.00807,-0.14779572800375324
0.00808,-0.03516501089557951
0.00809,0.07910501474102599
0.0081,0.1536127487786187
0.00811,0.019054596215815317
0.00812,0.015402769582235958
0.00813,0.016340681393783647
0.00814,-0.06594914169719511
0.00815,-0.14240210617293153
0.00816,-0.05583870603672551
0.00817,0.03753428637432997
0.00818,0.010103064599381609
0.00819,0.1660776720903709
0.0082,0.1497096867173014
0.00821,0.09212376134711497
0.00822,-0.08899699014512868
0.00823,-0.17330356537144498
0.00824,-0.10323635086131808
0.00825,-0.022470499309797005
0.00826,-0.02680305538547635
0.00827,0.14943221937486292
0.00828,0.09906700693080894
0.00829,0.10500919147913218
0.0083,-0.08705746861926397
0.00831,-0.066575597020699
0.00832,-0.08618722470083948
0.00833,-0.09478995185098887
0.00834,0.046972855569687826
0.00835,0.06715848813384805
0.00836,0.05414464985174686
0.00837,-0.032437820003042656
0.00838,-0.025404354835538125
0.00839,-0.07822419677763498
0.0084,-0.062382426134594604
0.00841,-0.024927902065683634
0.00842,-0.010931518691876876
0.00843,0.0707949281607405
0.00844,0.04041301011689696
0.00845,-0.018526328891284666
0.00846,-0.03710763363666219
0.00847,-0.08062723405422036
0.00848,-0.05312004619750937
0.00849,-0.13624797377960896
0.0085,0.04733431847774194
0.00851,0.15765679050421205
0.00852,0.10653686936690264
0.00853,0.03127133250246669
0.00854,-0.04521634922210774
0.00855,-0.06989180446436384
0.00856,-0.08725728191620696
0.00857,-0.01243540002523727
0.00858,-0.08279801104983629
0.00859,0.10595822895486712
0.0086,0.0812606719348374
0.00861,0.09111047874914249
0.00862,0.07018539740922616
0.00863,-0.020381400525468205
0.00864,-0.04348440978033389
0.00865,-0.09262127541916355
0.00866,-0.10844976733694528
0.00867,0.07793366703037354
0.00868,0.14437045079459832
0.00869,0.059691174812763675
0.0087,-0.023130562253210068
0.00871,-0.058573583593659134
0.00872,-0.0165194694636739
0.00873,-0.11241025042839273
0.00874,0.04899261622777077
0.00875,-0.011148488061754704
0.00876,0.1634716881756592
0.00877,0.10237459157079373
0.00878,0.04704978404044058
0.00879,-0.020042694189455847
0.0088,-0.06638828181342452
0.00881,-0.014950046063145137
0.00882,-0.06424707705947744
0.00883,-0.02920590883194677
0.00884,0.0011200472385927002
0.00885,0.07340983908243734
0.00886,0.12882512825763692
0.00887,-0.06378806100326118
0.00888,-0.03100350914410878
0.00889,-0.1245815960973655
0.0089,-0.05170461150223514
0.00891,-0.02746176801077499
0.00892,0.12062066685646014
0.00893,0.186141844574649
0.00894,0.1441254559549096
0.00895,0.019696148369729504
0.00896,0.008025557855117924
0.00897,-0.09075280796840268
0.00898,-0.12853460559971602
0.00899,0.0006621182932404169
0.009,0.11148439900714982
0.00901,0.07220022409092566
0.00902,0.09544777134539636
0.00903,0.050297019829126904
0.00904,-0.05280104324026373
0.00905,-0.11389772865129219
0.00906,-0.0844832048310604
0.00907,-0.037847306077545856
0.00908,0.007053231555301201
0.00909,0.1434581200252139
0.0091,0.10319059821205952
0.00911,-0.027050635368502003
0.00912,0.02218342939217511
0.00913,-0.15949195168053393
0.00914,-0.14153293285649432
0.00915,0.028101752471195923
0.00916,0.005544075577290655
0.00917,0.062445089200272905
0.00918,0.071309436631173
0.00919,0.026372564081552786
0.0092,-0.0034333188486275826
0.00921,-0.10203036130694756
0.00922,-0.010711844524457129
0.00923,0.0035904070390445422
0.00924,0.06469003228535669
0.00925,0.1274912007554899
0.00926,0.13859631954922386
0.00927,-0.03196499290104362
0.00928,-0.04053406786648736
0.00929,-0.13493286113651715
0.0093,-0.16329194989684642
0.00931,-0.13114301578317736
0.00932,0.06119871413560565
0.00933,0.13251739567259077
0.00934,0.0328018970180029
0.00935,0.06042311072045026
0.00936,-0.04790695305467805
0.00937,-0.05365617139222632
0.00938,-0.05034668477615741
0.00939,-0.1190981624250855
0.0094,-0.004418695259292926
0.00941,0.039661958952775536
0.00942,0.07846033542306227
0.00943,0.07501907976829361
0.00944,-0.04874639524241395
0.00945,-0.056666329742869975
0.00946,-0.057728139008818694
0.00947,-0.09844591631345402
0.00948,0.010434537090998373
0.00949,0.048371870036997985
0.0095,0.15307153703788967
0.00951,0.10011186853209156
0.00952,-0.05708210506653982
0.00953,-0.029916514408506244
0.00954,-0.0076255332893380295
0.00955,-0.1348970610942897
0.00956,-0.04535978636851691
0.00957,0.12042764039910465
0.00958,0.0750804984155585
0.00959,0.159433037911093
0.0096,0.009588910916486611
0.00961,-0.09183938281915136
0.00962,-0.11617143513514908
